path,pid,camid,split,category,domain,object_noun,eval_protocol,session_id,shot_id,frame_id,source_group,query_group,augmentation
query/0000_c14_0030.jpg,0,14,query,person,msmt17_unseen,person,market1501,,,30,query,,
query/0000_c14_0031.jpg,0,14,query,person,msmt17_unseen,person,market1501,,,31,query,,
query/0000_c1_0000.jpg,0,1,query,person,msmt17_unseen,person,market1501,,,0,query,,
query/0000_c1_0001.jpg,0,1,query,person,msmt17_unseen,person,market1501,,,1,query,,
query/0001_c7_0018.jpg,1,7,query,person,msmt17_unseen,person,market1501,,,18,query,,
query/0001_c7_0019.jpg,1,7,query,person,msmt17_unseen,person,market1501,,,19,query,,
query/0001_c7_0020.jpg,1,7,query,person,msmt17_unseen,person,market1501,,,20,query,,
query/0002_c1_0006.jpg,2,1,query,person,msmt17_unseen,person,market1501,,,6,query,,
query/0002_c1_0007.jpg,2,1,query,person,msmt17_unseen,person,market1501,,,7,query,,
query/0002_c1_0010.jpg,2,1,query,person,msmt17_unseen,person,market1501,,,10,query,,
query/0002_c1_0011.jpg,2,1,query,person,msmt17_unseen,person,market1501,,,11,query,,
query/0003_c14_0023.jpg,3,14,query,person,msmt17_unseen,person,market1501,,,23,query,,
query/0003_c14_0024.jpg,3,14,query,person,msmt17_unseen,person,market1501,,,24,query,,
query/0003_c14_0027.jpg,3,14,query,person,msmt17_unseen,person,market1501,,,27,query,,
query/0003_c14_0028.jpg,3,14,query,person,msmt17_unseen,person,market1501,,,28,query,,
query/0003_c15_0034.jpg,3,15,query,person,msmt17_unseen,person,market1501,,,34,query,,
query/0003_c15_0035.jpg,3,15,query,person,msmt17_unseen,person,market1501,,,35,query,,
query/0004_c5_0012.jpg,4,5,query,person,msmt17_unseen,person,market1501,,,12,query,,
query/0004_c5_0013.jpg,4,5,query,person,msmt17_unseen,person,market1501,,,13,query,,
query/0004_c7_0009.jpg,4,7,query,person,msmt17_unseen,person,market1501,,,9,query,,
query/0005_c1_0007.jpg,5,1,query,person,msmt17_unseen,person,market1501,,,7,query,,
query/0005_c1_0008.jpg,5,1,query,person,msmt17_unseen,person,market1501,,,8,query,,
query/0005_c5_0025.jpg,5,5,query,person,msmt17_unseen,person,market1501,,,25,query,,
query/0005_c5_0026.jpg,5,5,query,person,msmt17_unseen,person,market1501,,,26,query,,
query/0005_c7_0022.jpg,5,7,query,person,msmt17_unseen,person,market1501,,,22,query,,
query/0006_c3_0004.jpg,6,3,query,person,msmt17_unseen,person,market1501,,,4,query,,
query/0007_c1_0002.jpg,7,1,query,person,msmt17_unseen,person,market1501,,,2,query,,
query/0007_c1_0003.jpg,7,1,query,person,msmt17_unseen,person,market1501,,,3,query,,
query/0007_c1_0004.jpg,7,1,query,person,msmt17_unseen,person,market1501,,,4,query,,
query/0008_c5_0011.jpg,8,5,query,person,msmt17_unseen,person,market1501,,,11,query,,
query/0008_c5_0012.jpg,8,5,query,person,msmt17_unseen,person,market1501,,,12,query,,
query/0008_c7_0007.jpg,8,7,query,person,msmt17_unseen,person,market1501,,,7,query,,
query/0008_c7_0008.jpg,8,7,query,person,msmt17_unseen,person,market1501,,,8,query,,
query/0009_c7_0005.jpg,9,7,query,person,msmt17_unseen,person,market1501,,,5,query,,
query/0009_c7_0006.jpg,9,7,query,person,msmt17_unseen,person,market1501,,,6,query,,
query/0009_c7_0009.jpg,9,7,query,person,msmt17_unseen,person,market1501,,,9,query,,
query/0010_c1_0000.jpg,10,1,query,person,msmt17_unseen,person,market1501,,,0,query,,
query/0010_c1_0001.jpg,10,1,query,person,msmt17_unseen,person,market1501,,,1,query,,
query/0010_c1_0002.jpg,10,1,query,person,msmt17_unseen,person,market1501,,,2,query,,
query/0010_c1_0003.jpg,10,1,query,person,msmt17_unseen,person,market1501,,,3,query,,
query/0011_c1_0006.jpg,11,1,query,person,msmt17_unseen,person,market1501,,,6,query,,
query/0011_c1_0007.jpg,11,1,query,person,msmt17_unseen,person,market1501,,,7,query,,
query/0011_c1_0008.jpg,11,1,query,person,msmt17_unseen,person,market1501,,,8,query,,
query/0012_c1_0009.jpg,12,1,query,person,msmt17_unseen,person,market1501,,,9,query,,
query/0012_c5_0014.jpg,12,5,query,person,msmt17_unseen,person,market1501,,,14,query,,
query/0012_c5_0015.jpg,12,5,query,person,msmt17_unseen,person,market1501,,,15,query,,
query/0013_c14_0025.jpg,13,14,query,person,msmt17_unseen,person,market1501,,,25,query,,
query/0013_c14_0026.jpg,13,14,query,person,msmt17_unseen,person,market1501,,,26,query,,
query/0013_c5_0019.jpg,13,5,query,person,msmt17_unseen,person,market1501,,,19,query,,
query/0013_c5_0020.jpg,13,5,query,person,msmt17_unseen,person,market1501,,,20,query,,
query/0014_c14_0008.jpg,14,14,query,person,msmt17_unseen,person,market1501,,,8,query,,
query/0014_c14_0009.jpg,14,14,query,person,msmt17_unseen,person,market1501,,,9,query,,
query/0015_c5_0009.jpg,15,5,query,person,msmt17_unseen,person,market1501,,,9,query,,
query/0015_c5_0010.jpg,15,5,query,person,msmt17_unseen,person,market1501,,,10,query,,
query/0016_c1_0000.jpg,16,1,query,person,msmt17_unseen,person,market1501,,,0,query,,
query/0016_c1_0001.jpg,16,1,query,person,msmt17_unseen,person,market1501,,,1,query,,
query/0016_c5_0014.jpg,16,5,query,person,msmt17_unseen,person,market1501,,,14,query,,
query/0016_c5_0015.jpg,16,5,query,person,msmt17_unseen,person,market1501,,,15,query,,
query/0017_c1_0002.jpg,17,1,query,person,msmt17_unseen,person,market1501,,,2,query,,
