path,pid,camid,split,category,domain,object_noun,eval_protocol,session_id,shot_id,frame_id,source_group,query_group,augmentation
00_aibang/00_v001_f000455.jpg,00,0,train,panda,ipanda50,giant panda,session_reid,v001,,455,0:v001,,
00_aibang/00_v001_f000765.jpg,00,0,train,panda,ipanda50,giant panda,session_reid,v001,,765,0:v001,,
00_aibang/00_v001_f000945.jpg,00,0,train,panda,ipanda50,giant panda,session_reid,v001,,945,0:v001,,
00_aibang/00_v002_f000690.jpg,00,1,train,panda,ipanda50,giant panda,session_reid,v002,,690,0:v002,,
00_aibang/00_v002_f001250.jpg,00,1,train,panda,ipanda50,giant panda,session_reid,v002,,1250,0:v002,,
00_aibang/00_v002_f001340.jpg,00,1,train,panda,ipanda50,giant panda,session_reid,v002,,1340,0:v002,,
00_aibang/00_v002_f001425.jpg,00,1,train,panda,ipanda50,giant panda,session_reid,v002,,1425,0:v002,,
00_aibang/00_v002_f001500.jpg,00,1,train,panda,ipanda50,giant panda,session_reid,v002,,1500,0:v002,,
00_aibang/00_v002_f002095.jpg,00,1,train,panda,ipanda50,giant panda,session_reid,v002,,2095,0:v002,,
00_aibang/00_v002_f002930.jpg,00,1,train,panda,ipanda50,giant panda,session_reid,v002,,2930,0:v002,,
00_aibang/00_v002_f003980.jpg,00,1,train,panda,ipanda50,giant panda,session_reid,v002,,3980,0:v002,,
00_aibang/00_v002_f004160.jpg,00,1,train,panda,ipanda50,giant panda,session_reid,v002,,4160,0:v002,,
00_aibang/00_v003_f000405.jpg,00,2,train,panda,ipanda50,giant panda,session_reid,v003,,405,0:v003,,
00_aibang/00_v003_f000440.jpg,00,2,train,panda,ipanda50,giant panda,session_reid,v003,,440,0:v003,,
00_aibang/00_v003_f000650.jpg,00,2,train,panda,ipanda50,giant panda,session_reid,v003,,650,0:v003,,
00_aibang/00_v003_f002620.jpg,00,2,train,panda,ipanda50,giant panda,session_reid,v003,,2620,0:v003,,
00_aibang/00_v004_f000100.jpg,00,3,train,panda,ipanda50,giant panda,session_reid,v004,,100,0:v004,,
00_aibang/00_v004_f000485.jpg,00,3,train,panda,ipanda50,giant panda,session_reid,v004,,485,0:v004,,
00_aibang/00_v005_f000280.jpg,00,4,train,panda,ipanda50,giant panda,session_reid,v005,,280,0:v005,,
00_aibang/00_v005_f001295.jpg,00,4,train,panda,ipanda50,giant panda,session_reid,v005,,1295,0:v005,,
00_aibang/00_v005_f002180.jpg,00,4,train,panda,ipanda50,giant panda,session_reid,v005,,2180,0:v005,,
00_aibang/00_v006_f000305.jpg,00,5,train,panda,ipanda50,giant panda,session_reid,v006,,305,0:v006,,
00_aibang/00_v006_f001225.jpg,00,5,train,panda,ipanda50,giant panda,session_reid,v006,,1225,0:v006,,
00_aibang/00_v007_f000115.jpg,00,6,train,panda,ipanda50,giant panda,session_reid,v007,,115,0:v007,,
00_aibang/00_v007_f003230.jpg,00,6,train,panda,ipanda50,giant panda,session_reid,v007,,3230,0:v007,,
00_aibang/00_v007_f004345.jpg,00,6,train,panda,ipanda50,giant panda,session_reid,v007,,4345,0:v007,,
00_aibang/00_v008_f000025.jpg,00,7,train,panda,ipanda50,giant panda,session_reid,v008,,25,0:v008,,
00_aibang/00_v008_f000275.jpg,00,7,train,panda,ipanda50,giant panda,session_reid,v008,,275,0:v008,,
00_aibang/00_v009_f003120.jpg,00,8,train,panda,ipanda50,giant panda,session_reid,v009,,3120,0:v009,,
00_aibang/00_v010_f001800.jpg,00,9,train,panda,ipanda50,giant panda,session_reid,v010,,1800,0:v010,,
00_aibang/00_v010_f003780.jpg,00,9,train,panda,ipanda50,giant panda,session_reid,v010,,3780,0:v010,,
00_aibang/00_v011_f000600.jpg,00,10,train,panda,ipanda50,giant panda,session_reid,v011,,600,0:v011,,
00_aibang/00_v012_f000830.jpg,00,11,train,panda,ipanda50,giant panda,session_reid,v012,,830,0:v012,,
00_aibang/00_v013_f000310.jpg,00,12,train,panda,ipanda50,giant panda,session_reid,v013,,310,0:v013,,
00_aibang/00_v013_f000695.jpg,00,12,train,panda,ipanda50,giant panda,session_reid,v013,,695,0:v013,,
00_aibang/00_v013_f000975.jpg,00,12,train,panda,ipanda50,giant panda,session_reid,v013,,975,0:v013,,
00_aibang/00_v014_f000270.jpg,00,13,train,panda,ipanda50,giant panda,session_reid,v014,,270,0:v014,,
00_aibang/00_v014_f002070.jpg,00,13,train,panda,ipanda50,giant panda,session_reid,v014,,2070,0:v014,,
00_aibang/00_v015_f000060.jpg,00,14,train,panda,ipanda50,giant panda,session_reid,v015,,60,0:v015,,
00_aibang/00_v015_f002760.jpg,00,14,train,panda,ipanda50,giant panda,session_reid,v015,,2760,0:v015,,
00_aibang/00_v017_f000510.jpg,00,15,train,panda,ipanda50,giant panda,session_reid,v017,,510,0:v017,,
00_aibang/00_v017_f007055.jpg,00,15,train,panda,ipanda50,giant panda,session_reid,v017,,7055,0:v017,,
00_aibang/00_v018_f000230.jpg,00,16,train,panda,ipanda50,giant panda,session_reid,v018,,230,0:v018,,
00_aibang/00_v019_f000195.jpg,00,17,train,panda,ipanda50,giant panda,session_reid,v019,,195,0:v019,,
00_aibang/00_v020_f000015.jpg,00,18,train,panda,ipanda50,giant panda,session_reid,v020,,15,0:v020,,
00_aibang/00_v020_f000525.jpg,00,18,train,panda,ipanda50,giant panda,session_reid,v020,,525,0:v020,,
00_aibang/00_v020_f000990.jpg,00,18,train,panda,ipanda50,giant panda,session_reid,v020,,990,0:v020,,
00_aibang/00_v021_f000455.jpg,00,19,train,panda,ipanda50,giant panda,session_reid,v021,,455,0:v021,,
00_aibang/00_v021_f001130.jpg,00,19,train,panda,ipanda50,giant panda,session_reid,v021,,1130,0:v021,,
00_aibang/00_v021_f001515.jpg,00,19,train,panda,ipanda50,giant panda,session_reid,v021,,1515,0:v021,,
