path,pid,camid,split,category,domain,object_noun,eval_protocol,session_id,shot_id,frame_id,source_group,query_group,augmentation
train/000001.jpg,64,0,train,tiger,atrw,tiger,single_query,unknown,,,000001,,
train/000002.jpg,27,0,train,tiger,atrw,tiger,single_query,unknown,,,000002,,
train/000009.jpg,246,0,train,tiger,atrw,tiger,single_query,unknown,,,000009,,
train/000012.jpg,148,0,train,tiger,atrw,tiger,single_query,unknown,,,000012,,
train/000014.jpg,154,0,train,tiger,atrw,tiger,single_query,unknown,,,000014,,
train/000015.jpg,244,0,train,tiger,atrw,tiger,single_query,unknown,,,000015,,
train/000020.jpg,22,0,train,tiger,atrw,tiger,single_query,unknown,,,000020,,
train/000021.jpg,265,0,train,tiger,atrw,tiger,single_query,unknown,,,000021,,
train/000024.jpg,91,0,train,tiger,atrw,tiger,single_query,unknown,,,000024,,
train/000025.jpg,66,0,train,tiger,atrw,tiger,single_query,unknown,,,000025,,
train/000029.jpg,172,0,train,tiger,atrw,tiger,single_query,unknown,,,000029,,
train/000031.jpg,238,0,train,tiger,atrw,tiger,single_query,unknown,,,000031,,
train/000033.jpg,268,0,train,tiger,atrw,tiger,single_query,unknown,,,000033,,
train/000037.jpg,94,0,train,tiger,atrw,tiger,single_query,unknown,,,000037,,
train/000039.jpg,268,0,train,tiger,atrw,tiger,single_query,unknown,,,000039,,
train/000042.jpg,244,0,train,tiger,atrw,tiger,single_query,unknown,,,000042,,
train/000043.jpg,198,0,train,tiger,atrw,tiger,single_query,unknown,,,000043,,
train/000044.jpg,97,0,train,tiger,atrw,tiger,single_query,unknown,,,000044,,
train/000047.jpg,223,0,train,tiger,atrw,tiger,single_query,unknown,,,000047,,
train/000049.jpg,28,0,train,tiger,atrw,tiger,single_query,unknown,,,000049,,
train/000050.jpg,265,0,train,tiger,atrw,tiger,single_query,unknown,,,000050,,
train/000053.jpg,171,0,train,tiger,atrw,tiger,single_query,unknown,,,000053,,
train/000056.jpg,108,0,train,tiger,atrw,tiger,single_query,unknown,,,000056,,
train/000058.jpg,43,0,train,tiger,atrw,tiger,single_query,unknown,,,000058,,
train/000064.jpg,94,0,train,tiger,atrw,tiger,single_query,unknown,,,000064,,
train/000069.jpg,33,0,train,tiger,atrw,tiger,single_query,unknown,,,000069,,
train/000071.jpg,217,0,train,tiger,atrw,tiger,single_query,unknown,,,000071,,
train/000078.jpg,124,0,train,tiger,atrw,tiger,single_query,unknown,,,000078,,
train/000079.jpg,261,0,train,tiger,atrw,tiger,single_query,unknown,,,000079,,
train/000083.jpg,264,0,train,tiger,atrw,tiger,single_query,unknown,,,000083,,
train/000085.jpg,196,0,train,tiger,atrw,tiger,single_query,unknown,,,000085,,
train/000090.jpg,25,0,train,tiger,atrw,tiger,single_query,unknown,,,000090,,
train/000091.jpg,253,0,train,tiger,atrw,tiger,single_query,unknown,,,000091,,
train/000093.jpg,178,0,train,tiger,atrw,tiger,single_query,unknown,,,000093,,
train/000094.jpg,181,0,train,tiger,atrw,tiger,single_query,unknown,,,000094,,
train/000095.jpg,25,0,train,tiger,atrw,tiger,single_query,unknown,,,000095,,
train/000096.jpg,72,0,train,tiger,atrw,tiger,single_query,unknown,,,000096,,
train/000100.jpg,160,0,train,tiger,atrw,tiger,single_query,unknown,,,000100,,
train/000104.jpg,237,0,train,tiger,atrw,tiger,single_query,unknown,,,000104,,
train/000105.jpg,153,0,train,tiger,atrw,tiger,single_query,unknown,,,000105,,
train/000107.jpg,82,0,train,tiger,atrw,tiger,single_query,unknown,,,000107,,
train/000108.jpg,253,0,train,tiger,atrw,tiger,single_query,unknown,,,000108,,
train/000109.jpg,201,0,train,tiger,atrw,tiger,single_query,unknown,,,000109,,
train/000111.jpg,168,0,train,tiger,atrw,tiger,single_query,unknown,,,000111,,
train/000120.jpg,178,0,train,tiger,atrw,tiger,single_query,unknown,,,000120,,
