path,original_pid,source_dataset,camid
market1501/bounding_box_train/0010_c1s6_027271_05.jpg,10,market1501,0
market1501/bounding_box_train/0010_c1s6_027296_01.jpg,10,market1501,0
market1501/bounding_box_train/0010_c3s3_075919_02.jpg,10,market1501,2
market1501/bounding_box_train/0010_c3s3_076019_01.jpg,10,market1501,2
market1501/bounding_box_train/0010_c3s3_076044_05.jpg,10,market1501,2
market1501/bounding_box_train/0010_c3s3_076069_03.jpg,10,market1501,2
market1501/bounding_box_train/0010_c5s3_076487_02.jpg,10,market1501,4
market1501/bounding_box_train/0010_c6s4_002427_02.jpg,10,market1501,5
market1501/bounding_box_train/0010_c6s4_002427_07.jpg,10,market1501,5
market1501/bounding_box_train/0010_c6s4_002452_02.jpg,10,market1501,5
market1501/bounding_box_train/0010_c6s4_002502_02.jpg,10,market1501,5
market1501/bounding_box_train/1000_c1s4_068286_01.jpg,1000,market1501,0
market1501/bounding_box_train/1000_c2s2_125652_03.jpg,1000,market1501,1
market1501/bounding_box_train/1000_c2s2_125752_07.jpg,1000,market1501,1
market1501/bounding_box_train/1000_c2s2_125752_12.jpg,1000,market1501,1
market1501/bounding_box_train/1000_c2s2_151852_02.jpg,1000,market1501,1
market1501/bounding_box_train/1000_c3s2_129019_03.jpg,1000,market1501,2
market1501/bounding_box_train/1000_c3s2_129069_03.jpg,1000,market1501,2
market1501/bounding_box_train/1000_c3s2_154294_03.jpg,1000,market1501,2
market1501/bounding_box_train/1000_c3s2_154369_04.jpg,1000,market1501,2
market1501/bounding_box_train/1000_c5s2_154899_03.jpg,1000,market1501,4
market1501/bounding_box_train/1000_c6s2_123243_02.jpg,1000,market1501,5
market1501/bounding_box_train/1000_c6s3_016067_05.jpg,1000,market1501,5
market1501/bounding_box_train/1000_c6s3_016117_02.jpg,1000,market1501,5
market1501/bounding_box_train/1000_c6s3_016142_03.jpg,1000,market1501,5
market1501/bounding_box_train/1001_c1s4_068261_01.jpg,1001,market1501,0
market1501/bounding_box_train/1001_c1s5_018936_01.jpg,1001,market1501,0
market1501/bounding_box_train/1001_c1s5_019161_01.jpg,1001,market1501,0
market1501/bounding_box_train/1001_c1s5_019211_01.jpg,1001,market1501,0
market1501/bounding_box_train/1001_c2s2_125652_01.jpg,1001,market1501,1
market1501/bounding_box_train/1001_c2s2_125752_01.jpg,1001,market1501,1
market1501/bounding_box_train/1001_c2s2_151652_02.jpg,1001,market1501,1
market1501/bounding_box_train/1001_c2s2_151702_02.jpg,1001,market1501,1
market1501/bounding_box_train/1001_c2s2_151702_07.jpg,1001,market1501,1
market1501/bounding_box_train/1001_c3s2_129019_02.jpg,1001,market1501,2
market1501/bounding_box_train/1001_c3s2_129069_01.jpg,1001,market1501,2
market1501/bounding_box_train/1001_c3s2_154369_01.jpg,1001,market1501,2
market1501/bounding_box_train/1001_c3s2_154394_01.jpg,1001,market1501,2
market1501/bounding_box_train/1001_c5s2_129249_01.jpg,1001,market1501,4
market1501/bounding_box_train/1001_c5s2_154899_01.jpg,1001,market1501,4
market1501/bounding_box_train/1001_c5s2_154899_05.jpg,1001,market1501,4
market1501/bounding_box_train/1001_c6s2_123218_01.jpg,1001,market1501,5
market1501/bounding_box_train/1001_c6s2_123243_01.jpg,1001,market1501,5
market1501/bounding_box_train/1001_c6s2_123268_01.jpg,1001,market1501,5
market1501/bounding_box_train/1001_c6s3_016017_01.jpg,1001,market1501,5
market1501/bounding_box_train/1001_c6s3_016067_01.jpg,1001,market1501,5
market1501/bounding_box_train/1001_c6s3_016117_01.jpg,1001,market1501,5
market1501/bounding_box_train/1004_c1s4_069311_01.jpg,1004,market1501,0
market1501/bounding_box_train/1004_c1s4_069536_02.jpg,1004,market1501,0
market1501/bounding_box_train/1004_c1s4_074336_04.jpg,1004,market1501,0
market1501/bounding_box_train/1004_c1s4_074361_05.jpg,1004,market1501,0
market1501/bounding_box_train/1004_c2s2_131827_07.jpg,1004,market1501,1
market1501/bounding_box_train/1004_c3s2_129494_01.jpg,1004,market1501,2
market1501/bounding_box_train/1004_c3s2_129569_03.jpg,1004,market1501,2
market1501/bounding_box_train/1004_c3s2_129619_02.jpg,1004,market1501,2
market1501/bounding_box_train/1004_c3s2_134619_04.jpg,1004,market1501,2
market1501/bounding_box_train/1004_c3s2_134669_07.jpg,1004,market1501,2
market1501/bounding_box_train/1004_c5s2_130449_05.jpg,1004,market1501,4
market1501/bounding_box_train/1004_c5s2_135049_02.jpg,1004,market1501,4
market1501/bounding_box_train/1004_c6s2_123643_02.jpg,1004,market1501,5
market1501/bounding_box_train/1004_c6s2_123818_01.jpg,1004,market1501,5
market1501/bounding_box_train/1004_c6s2_123918_02.jpg,1004,market1501,5
market1501/bounding_box_train/1012_c1s4_070486_02.jpg,1012,market1501,0
market1501/bounding_box_train/1012_c1s4_070511_03.jpg,1012,market1501,0
market1501/bounding_box_train/1012_c2s2_127902_08.jpg,1012,market1501,1
market1501/bounding_box_train/1012_c2s2_127977_09.jpg,1012,market1501,1
market1501/bounding_box_train/1012_c2s2_128027_01.jpg,1012,market1501,1
market1501/bounding_box_train/1012_c2s2_128052_01.jpg,1012,market1501,1
market1501/bounding_box_train/1012_c3s2_130344_07.jpg,1012,market1501,2
market1501/bounding_box_train/1012_c3s2_130444_05.jpg,1012,market1501,2
market1501/bounding_box_train/1012_c6s2_124543_01.jpg,1012,market1501,5
market1501/bounding_box_train/1012_c6s2_124593_01.jpg,1012,market1501,5
market1501/bounding_box_train/1012_c6s2_124643_06.jpg,1012,market1501,5
market1501/bounding_box_train/1012_c6s2_124693_01.jpg,1012,market1501,5
market1501/bounding_box_train/1019_c1s4_070461_06.jpg,1019,market1501,0
market1501/bounding_box_train/1019_c1s4_070486_01.jpg,1019,market1501,0
