path,original_pid,source_dataset,camid
VeRi/image_train/0100_c001_00002895_0.jpg,100,veri,0
VeRi/image_train/0100_c001_00002900_0.jpg,100,veri,0
VeRi/image_train/0100_c001_00002905_0.jpg,100,veri,0
VeRi/image_train/0100_c001_00002910_0.jpg,100,veri,0
VeRi/image_train/0100_c001_00002915_0.jpg,100,veri,0
VeRi/image_train/0100_c001_00002920_0.jpg,100,veri,0
VeRi/image_train/0100_c002_00002360_0.jpg,100,veri,1
VeRi/image_train/0100_c002_00002380_0.jpg,100,veri,1
VeRi/image_train/0100_c002_00002400_0.jpg,100,veri,1
VeRi/image_train/0100_c002_00002410_0.jpg,100,veri,1
VeRi/image_train/0100_c002_00002420_0.jpg,100,veri,1
VeRi/image_train/0100_c002_00002440_0.jpg,100,veri,1
VeRi/image_train/0100_c012_00003445_0.jpg,100,veri,11
VeRi/image_train/0100_c012_00003450_0.jpg,100,veri,11
VeRi/image_train/0100_c012_00003455_0.jpg,100,veri,11
VeRi/image_train/0100_c012_00003460_0.jpg,100,veri,11
VeRi/image_train/0100_c012_00003465_0.jpg,100,veri,11
VeRi/image_train/0100_c012_00003485_0.jpg,100,veri,11
VeRi/image_train/0100_c013_00003315_0.jpg,100,veri,12
VeRi/image_train/0100_c013_00003325_0.jpg,100,veri,12
VeRi/image_train/0100_c013_00003340_0.jpg,100,veri,12
VeRi/image_train/0100_c013_00003345_0.jpg,100,veri,12
VeRi/image_train/0100_c014_00020135_0.jpg,100,veri,13
VeRi/image_train/0100_c014_00020140_0.jpg,100,veri,13
VeRi/image_train/0100_c014_00020145_0.jpg,100,veri,13
VeRi/image_train/0100_c014_00020150_0.jpg,100,veri,13
VeRi/image_train/0100_c014_00020155_0.jpg,100,veri,13
VeRi/image_train/0100_c014_00020160_0.jpg,100,veri,13
VeRi/image_train/0100_c015_00019970_0.jpg,100,veri,14
VeRi/image_train/0100_c015_00019975_0.jpg,100,veri,14
VeRi/image_train/0100_c015_00019995_0.jpg,100,veri,14
VeRi/image_train/0100_c015_00020000_0.jpg,100,veri,14
VeRi/image_train/0100_c015_00020005_0.jpg,100,veri,14
VeRi/image_train/0100_c015_00020010_0.jpg,100,veri,14
VeRi/image_train/0100_c016_00020405_0.jpg,100,veri,15
VeRi/image_train/0100_c016_00020410_0.jpg,100,veri,15
