path,original_pid,source_dataset,camid
VeRi/image_train/0001_c001_00016450_0.jpg,1,veri,0
VeRi/image_train/0001_c001_00016460_0.jpg,1,veri,0
VeRi/image_train/0001_c001_00016470_0.jpg,1,veri,0
VeRi/image_train/0001_c001_00016480_0.jpg,1,veri,0
VeRi/image_train/0001_c001_00016490_0.jpg,1,veri,0
VeRi/image_train/0001_c001_00016500_0.jpg,1,veri,0
VeRi/image_train/0001_c002_00016885_0.jpg,1,veri,1
VeRi/image_train/0001_c002_00016895_0.jpg,1,veri,1
VeRi/image_train/0001_c002_00016905_0.jpg,1,veri,1
VeRi/image_train/0001_c002_00016915_0.jpg,1,veri,1
VeRi/image_train/0001_c002_00016945_0.jpg,1,veri,1
VeRi/image_train/0001_c002_00016955_0.jpg,1,veri,1
VeRi/image_train/0001_c012_00014680_0.jpg,1,veri,11
VeRi/image_train/0001_c012_00014685_0.jpg,1,veri,11
VeRi/image_train/0001_c012_00014690_0.jpg,1,veri,11
VeRi/image_train/0001_c012_00014695_0.jpg,1,veri,11
VeRi/image_train/0001_c012_00014700_0.jpg,1,veri,11
VeRi/image_train/0001_c012_00014705_0.jpg,1,veri,11
VeRi/image_train/0001_c013_00014770_0.jpg,1,veri,12
VeRi/image_train/0001_c013_00014790_0.jpg,1,veri,12
VeRi/image_train/0001_c013_00014800_0.jpg,1,veri,12
VeRi/image_train/0001_c013_00014810_0.jpg,1,veri,12
VeRi/image_train/0001_c013_00014815_0.jpg,1,veri,12
VeRi/image_train/0001_c013_00014825_0.jpg,1,veri,12
VeRi/image_train/0001_c014_00013130_0.jpg,1,veri,13
VeRi/image_train/0001_c014_00013135_0.jpg,1,veri,13
VeRi/image_train/0001_c014_00013140_0.jpg,1,veri,13
VeRi/image_train/0001_c014_00013145_0.jpg,1,veri,13
VeRi/image_train/0001_c014_00013150_0.jpg,1,veri,13
VeRi/image_train/0001_c014_00013175_0.jpg,1,veri,13
VeRi/image_train/0001_c015_00013200_0.jpg,1,veri,14
VeRi/image_train/0001_c015_00013205_0.jpg,1,veri,14
VeRi/image_train/0001_c015_00013210_0.jpg,1,veri,14
VeRi/image_train/0001_c015_00013215_0.jpg,1,veri,14
VeRi/image_train/0001_c015_00013220_0.jpg,1,veri,14
VeRi/image_train/0001_c015_00013225_0.jpg,1,veri,14
VeRi/image_train/0001_c016_00012920_1.jpg,1,veri,15
VeRi/image_train/0001_c016_00012925_0.jpg,1,veri,15
VeRi/image_train/0001_c016_00012930_1.jpg,1,veri,15
VeRi/image_train/0001_c016_00012935_1.jpg,1,veri,15
VeRi/image_train/0001_c016_00012940_0.jpg,1,veri,15
VeRi/image_train/0001_c016_00012945_1.jpg,1,veri,15
VeRi/image_train/0001_c017_00014060_0.jpg,1,veri,16
VeRi/image_train/0001_c017_00014075_0.jpg,1,veri,16
VeRi/image_train/0001_c017_00014085_0.jpg,1,veri,16
VeRi/image_train/0001_c017_00014100_0.jpg,1,veri,16
VeRi/image_train/0001_c017_00014115_0.jpg,1,veri,16
VeRi/image_train/0001_c017_00014130_0.jpg,1,veri,16
VeRi/image_train/0001_c019_00013820_0.jpg,1,veri,18
VeRi/image_train/0001_c019_00013825_0.jpg,1,veri,18
VeRi/image_train/0001_c019_00013830_0.jpg,1,veri,18
VeRi/image_train/0001_c019_00013835_0.jpg,1,veri,18
VeRi/image_train/0001_c019_00013845_0.jpg,1,veri,18
VeRi/image_train/0001_c019_00013850_0.jpg,1,veri,18
VeRi/image_train/0103_c001_00014285_1.jpg,103,veri,0
VeRi/image_train/0103_c001_00014290_0.jpg,103,veri,0
VeRi/image_train/0103_c001_00014295_1.jpg,103,veri,0
VeRi/image_train/0103_c001_00014300_0.jpg,103,veri,0
VeRi/image_train/0103_c001_00014305_0.jpg,103,veri,0
VeRi/image_train/0103_c001_00014310_0.jpg,103,veri,0
VeRi/image_train/0103_c002_00003335_1.jpg,103,veri,1
VeRi/image_train/0103_c002_00003345_0.jpg,103,veri,1
VeRi/image_train/0103_c002_00003355_0.jpg,103,veri,1
VeRi/image_train/0103_c002_00003365_0.jpg,103,veri,1
VeRi/image_train/0103_c002_00003375_0.jpg,103,veri,1
VeRi/image_train/0103_c002_00003385_0.jpg,103,veri,1
VeRi/image_train/0103_c003_00000495_0.jpg,103,veri,2
VeRi/image_train/0103_c003_00000515_0.jpg,103,veri,2
VeRi/image_train/0103_c003_00000535_0.jpg,103,veri,2
VeRi/image_train/0103_c003_00000555_0.jpg,103,veri,2
VeRi/image_train/0103_c003_00000575_0.jpg,103,veri,2
VeRi/image_train/0103_c003_00000590_0.jpg,103,veri,2
VeRi/image_train/0103_c004_00000380_0.jpg,103,veri,3
VeRi/image_train/0103_c004_00000395_0.jpg,103,veri,3
VeRi/image_train/0103_c004_00000445_0.jpg,103,veri,3
VeRi/image_train/0103_c004_00000455_0.jpg,103,veri,3
VeRi/image_train/0103_c004_00000465_0.jpg,103,veri,3
VeRi/image_train/0103_c004_00000510_0.jpg,103,veri,3
VeRi/image_train/0103_c006_00001330_0.jpg,103,veri,5
VeRi/image_train/0103_c006_00001345_0.jpg,103,veri,5
VeRi/image_train/0103_c006_00001355_0.jpg,103,veri,5
VeRi/image_train/0103_c006_00001365_0.jpg,103,veri,5
VeRi/image_train/0103_c006_00001375_0.jpg,103,veri,5
VeRi/image_train/0103_c006_00001390_0.jpg,103,veri,5
VeRi/image_train/0103_c010_00001245_1.jpg,103,veri,9
VeRi/image_train/0103_c010_00001250_1.jpg,103,veri,9
VeRi/image_train/0103_c010_00001255_1.jpg,103,veri,9
VeRi/image_train/0103_c010_00001260_1.jpg,103,veri,9
VeRi/image_train/0103_c010_00001270_0.jpg,103,veri,9
VeRi/image_train/0103_c010_00001275_0.jpg,103,veri,9
VeRi/image_train/0103_c011_00001290_0.jpg,103,veri,10
VeRi/image_train/0103_c011_00001300_0.jpg,103,veri,10
VeRi/image_train/0103_c011_00001310_0.jpg,103,veri,10
VeRi/image_train/0103_c011_00001320_0.jpg,103,veri,10
VeRi/image_train/0103_c011_00001340_0.jpg,103,veri,10
VeRi/image_train/0103_c011_00001350_0.jpg,103,veri,10
VeRi/image_train/0103_c012_00014830_0.jpg,103,veri,11
VeRi/image_train/0103_c012_00014835_0.jpg,103,veri,11
VeRi/image_train/0103_c012_00014840_0.jpg,103,veri,11
VeRi/image_train/0103_c012_00014845_0.jpg,103,veri,11
VeRi/image_train/0103_c012_00014850_0.jpg,103,veri,11
VeRi/image_train/0103_c012_00014855_0.jpg,103,veri,11
VeRi/image_train/0103_c013_00014685_0.jpg,103,veri,12
VeRi/image_train/0103_c013_00014695_0.jpg,103,veri,12
VeRi/image_train/0103_c013_00014705_0.jpg,103,veri,12
VeRi/image_train/0103_c013_00014715_0.jpg,103,veri,12
VeRi/image_train/0103_c014_00016170_0.jpg,103,veri,13
VeRi/image_train/0103_c014_00016175_0.jpg,103,veri,13
VeRi/image_train/0103_c014_00016180_0.jpg,103,veri,13
VeRi/image_train/0103_c014_00016185_0.jpg,103,veri,13
VeRi/image_train/0103_c014_00016190_0.jpg,103,veri,13
VeRi/image_train/0103_c014_00016195_0.jpg,103,veri,13
VeRi/image_train/0103_c015_00015995_0.jpg,103,veri,14
VeRi/image_train/0103_c015_00016040_0.jpg,103,veri,14
VeRi/image_train/0103_c015_00016045_0.jpg,103,veri,14
VeRi/image_train/0103_c015_00016050_0.jpg,103,veri,14
VeRi/image_train/0103_c016_00016375_0.jpg,103,veri,15
VeRi/image_train/0103_c016_00016380_0.jpg,103,veri,15
VeRi/image_train/0103_c016_00016385_0.jpg,103,veri,15
VeRi/image_train/0103_c017_00015340_0.jpg,103,veri,16
VeRi/image_train/0103_c017_00015350_0.jpg,103,veri,16
VeRi/image_train/0103_c017_00015360_0.jpg,103,veri,16
VeRi/image_train/0103_c017_00015370_0.jpg,103,veri,16
VeRi/image_train/0103_c017_00015380_0.jpg,103,veri,16
VeRi/image_train/0103_c017_00015390_0.jpg,103,veri,16
VeRi/image_train/0103_c019_00015500_0.jpg,103,veri,18
VeRi/image_train/0103_c019_00015505_0.jpg,103,veri,18
VeRi/image_train/0103_c019_00015510_0.jpg,103,veri,18
VeRi/image_train/0103_c019_00015515_0.jpg,103,veri,18
